rxn02490	Inositol phosphate metabolism
rxn02494	Glycosphingolipid biosynthesis - ganglio series
rxn00898	Valine, leucine and isoleucine biosynthesis|2-Oxocarboxylic acid metabolism|Biosynthesis of amino acids
rxn04798	Biosynthesis of ansamycins
rxn04794	Propanoate metabolism
rxn04795	Aminobenzoate degradation
rxn04790	Taurine and hypotaurine metabolism
rxn04791	Methane metabolism|Carbon metabolism
rxn04792	Methane metabolism|Carbon metabolism
rxn04793	Fatty acid elongation|Fatty acid metabolism
rxn06329	Nicotinate and nicotinamide metabolism
rxn05816	Purine metabolism
rxn01941	Arachidonic acid metabolism
rxn06493	Glycine, serine and threonine metabolism
rxn06492	Biosynthesis of unsaturated fatty acids|Fatty acid metabolism
rxn01946	Tyrosine metabolism
rxn02712	Isoquinoline alkaloid biosynthesis
rxn01947	Tryptophan metabolism
rxn02713	Isoquinoline alkaloid biosynthesis
rxn01560	Fructose and mannose metabolism
rxn02345	Fatty acid degradation|Butanoate metabolism
rxn01564	Tryptophan metabolism
rxn01565	Tryptophan metabolism
rxn01566	Monoterpenoid biosynthesis
rxn02344	Lysine degradation
rxn02716	Porphyrin and chlorophyll metabolism
rxn02347	Caprolactam degradation
rxn02717	Steroid hormone biosynthesis
rxn02346	Ascorbate and aldarate metabolism
rxn02714	Retinol metabolism
rxn02437	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism
rxn07818	Flavonoid biosynthesis
rxn07819	Flavonoid biosynthesis
rxn07816	Flavonoid biosynthesis
rxn07817	Nitrotoluene degradation
rxn02434	Inositol phosphate metabolism
rxn07812	Flavonoid biosynthesis
rxn07811	Flavonoid biosynthesis
rxn01304	Cysteine and methionine metabolism|Sulfur metabolism|Biosynthesis of amino acids
rxn01305	Glyoxylate and dicarboxylate metabolism
rxn01306	Pentose and glucuronate interconversions
rxn01307	Ascorbate and aldarate metabolism
rxn01300	Glycine, serine and threonine metabolism|Biosynthesis of amino acids
rxn01301	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis|Biosynthesis of amino acids
rxn01302	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis|Biosynthesis of amino acids
rxn01303	Cysteine and methionine metabolism
rxn01308	Pentose and glucuronate interconversions
rxn08659	Pyruvate metabolism
rxn03048	Vitamin B6 metabolism
rxn03041	Tyrosine metabolism|Degradation of aromatic compounds
rxn03040	Tyrosine metabolism|Degradation of aromatic compounds
rxn03043	Pentose and glucuronate interconversions
rxn03042	Pentose and glucuronate interconversions
rxn03047	Pantothenate and CoA biosynthesis
rxn16838	Ubiquinone and other terpenoid-quinone biosynthesis
rxn16837	Ubiquinone and other terpenoid-quinone biosynthesis
rxn04237	Limonene and pinene degradation|Degradation of aromatic compounds
rxn04234	Limonene and pinene degradation
rxn04233	Streptomycin biosynthesis
rxn04232	Diterpenoid biosynthesis
rxn04231	Diterpenoid biosynthesis
rxn04230	Diterpenoid biosynthesis
rxn04239	Limonene and pinene degradation
rxn04238	Limonene and pinene degradation|Degradation of aromatic compounds
rxn03958	Terpenoid backbone biosynthesis
rxn03224	Ubiquinone and other terpenoid-quinone biosynthesis
rxn03951	Vitamin B6 metabolism
rxn03221	Isoquinoline alkaloid biosynthesis
rxn03220	Isoquinoline alkaloid biosynthesis
rxn03222	Isoquinoline alkaloid biosynthesis
rxn02798	Steroid hormone biosynthesis
rxn02791	Cyanoamino acid metabolism
rxn02796	Primary bile acid biosynthesis
rxn02794	Primary bile acid biosynthesis
rxn02795	Primary bile acid biosynthesis
rxn12069	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn12068	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn12065	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn12064	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn12067	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn12066	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn02578	Steroid biosynthesis
rxn02577	Toluene degradation|Degradation of aromatic compounds
rxn02574	Phenylpropanoid biosynthesis
rxn02575	Phenylpropanoid biosynthesis
rxn15758	Polyketide sugar unit biosynthesis
rxn15750	Pentose phosphate pathway|Carbon metabolism
rxn15757	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15754	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15755	Ubiquinone and other terpenoid-quinone biosynthesis
rxn14395	Nitrogen metabolism
rxn14394	Histidine metabolism
rxn14396	One carbon pool by folate
rxn14390	Monoterpenoid biosynthesis
rxn16229	Limonene and pinene degradation
rxn16228	Limonene and pinene degradation
rxn16222	Limonene and pinene degradation
rxn16227	Limonene and pinene degradation
rxn16226	Limonene and pinene degradation
rxn16225	Limonene and pinene degradation
rxn16224	Limonene and pinene degradation
rxn11704	Tryptophan metabolism|Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn11871	Drug metabolism - cytochrome P450
rxn11870	Drug metabolism - cytochrome P450
rxn11701	Tryptophan metabolism|Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn11700	Fatty acid biosynthesis
rxn11875	Drug metabolism - cytochrome P450
rxn11702	Ubiquinone and other terpenoid-quinone biosynthesis
rxn11879	Galactose metabolism
rxn11878	Galactose metabolism
rxn01179	Flavonoid biosynthesis
rxn01177	beta-Alanine metabolism|Propanoate metabolism
rxn01176	Inositol phosphate metabolism
rxn01174	beta-Alanine metabolism|Propanoate metabolism|Carbon metabolism
rxn01173	beta-Alanine metabolism
rxn01172	beta-Alanine metabolism
rxn01171	Glycolysis / Gluconeogenesis
rxn00552	Amino sugar and nucleotide sugar metabolism
rxn00553	Starch and sucrose metabolism
rxn00222	Starch and sucrose metabolism
rxn00551	Fructose and mannose metabolism
rxn00224	Porphyrin and chlorophyll metabolism
rxn00225	Taurine and hypotaurine metabolism|Pyruvate metabolism|Methane metabolism|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn00226	Pyruvate metabolism
rxn00227	Pyruvate metabolism
rxn00228	Phosphonate and phosphinate metabolism
rxn00229	Pyruvate metabolism
rxn00558	Glycolysis / Gluconeogenesis|Pentose phosphate pathway|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism|Carbon metabolism
rxn00559	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism
rxn04423	Phenylpropanoid biosynthesis
rxn04426	Phenylpropanoid biosynthesis
rxn04427	Phenylpropanoid biosynthesis
rxn04424	Phenylpropanoid biosynthesis
rxn04425	Phenylpropanoid biosynthesis
rxn04428	Phenylpropanoid biosynthesis
rxn04429	Phenylpropanoid biosynthesis
rxn06682	Inositol phosphate metabolism
rxn06686	Ether lipid metabolism
rxn09177	Pantothenate and CoA biosynthesis
rxn10475	Methane metabolism
rxn15116	Glycolysis / Gluconeogenesis|Pentose phosphate pathway|Fructose and mannose metabolism|Carbon metabolism|Biosynthesis of amino acids
rxn01793	Steroid hormone biosynthesis
rxn01792	Pantothenate and CoA biosynthesis
rxn01791	beta-Alanine metabolism|Pantothenate and CoA biosynthesis
rxn01790	Pantothenate and CoA biosynthesis
rxn01795	Steroid hormone biosynthesis
rxn01794	Steroid hormone biosynthesis
rxn07791	Flavonoid biosynthesis
rxn07790	Flavonoid biosynthesis
rxn07793	Flavonoid biosynthesis
rxn07792	Flavonoid biosynthesis
rxn07794	Flavonoid biosynthesis
rxn07797	Flavonoid biosynthesis
rxn07796	Flavonoid biosynthesis
rxn07799	Flavonoid biosynthesis
rxn07798	Flavonoid biosynthesis
rxn05331	Fatty acid biosynthesis|Fatty acid metabolism
rxn05330	Fatty acid biosynthesis|Fatty acid metabolism
rxn05333	Fatty acid biosynthesis|Fatty acid metabolism
rxn05332	Fatty acid biosynthesis|Fatty acid metabolism
rxn05335	Fatty acid biosynthesis|Fatty acid metabolism
rxn05334	Fatty acid biosynthesis|Fatty acid metabolism
rxn05337	Fatty acid biosynthesis|Fatty acid metabolism
rxn05336	Fatty acid biosynthesis|Fatty acid metabolism
rxn05339	Fatty acid biosynthesis|Fatty acid metabolism
rxn05338	Fatty acid biosynthesis|Fatty acid metabolism
rxn06160	Retinol metabolism
rxn03568	DDT degradation|Degradation of aromatic compounds
rxn03569	DDT degradation
rxn03562	Xylene degradation|Degradation of aromatic compounds
rxn06043	Glycerophospholipid metabolism
rxn03560	Chlorocyclohexane and chlorobenzene degradation
rxn03561	Xylene degradation|Degradation of aromatic compounds
rxn03566	DDT degradation
rxn03567	DDT degradation|Degradation of aromatic compounds
rxn06044	Glycine, serine and threonine metabolism|Glycerophospholipid metabolism
rxn03565	DDT degradation
rxn16036	Polycyclic aromatic hydrocarbon degradation
rxn16037	Polycyclic aromatic hydrocarbon degradation
rxn16034	Polycyclic aromatic hydrocarbon degradation
rxn16035	Polycyclic aromatic hydrocarbon degradation
rxn16032	Polycyclic aromatic hydrocarbon degradation
rxn06167	Benzoate degradation|Degradation of aromatic compounds
rxn16030	Polycyclic aromatic hydrocarbon degradation
rxn16031	Polycyclic aromatic hydrocarbon degradation
rxn16304	Cutin, suberine and wax biosynthesis
rxn16038	Polycyclic aromatic hydrocarbon degradation
rxn16039	Polycyclic aromatic hydrocarbon degradation
rxn02969	Chlorocyclohexane and chlorobenzene degradation
rxn02968	Stilbenoid, diarylheptanoid and gingerol biosynthesis
rxn06168	D-Arginine and D-ornithine metabolism
rxn02965	Phosphonate and phosphinate metabolism
rxn02964	Phosphonate and phosphinate metabolism
rxn02967	Arachidonic acid metabolism
rxn02966	Phosphonate and phosphinate metabolism
rxn02961	Phosphonate and phosphinate metabolism
rxn02963	Phosphonate and phosphinate metabolism
rxn02962	Phosphonate and phosphinate metabolism
rxn16803	Steroid degradation
rxn06307	Amino sugar and nucleotide sugar metabolism
rxn06306	Amino sugar and nucleotide sugar metabolism
rxn06300	Aminoacyl-tRNA biosynthesis
rxn16802	Steroid degradation
rxn16801	Inositol phosphate metabolism
rxn16800	Inositol phosphate metabolism
rxn02219	Tryptophan metabolism
rxn02218	Tryptophan metabolism
rxn02213	Phenylalanine, tyrosine and tryptophan biosynthesis|Biosynthesis of amino acids
rxn02212	Phenylalanine, tyrosine and tryptophan biosynthesis|Biosynthesis of amino acids
rxn02217	Steroid hormone biosynthesis
rxn02216	Steroid hormone biosynthesis
rxn02215	Steroid hormone biosynthesis
rxn02214	Steroid hormone biosynthesis
rxn01188	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01189	Benzoate degradation|Polycyclic aromatic hydrocarbon degradation|Degradation of aromatic compounds
rxn01094	Biosynthesis of siderophore group nonribosomal peptides
rxn01096	Benzoate degradation
rxn01545	Purine metabolism
rxn01090	Sphingolipid metabolism
rxn01543	Purine metabolism
rxn01092	Sphingolipid metabolism
rxn01541	Pyrimidine metabolism
rxn01099	Glycine, serine and threonine metabolism
rxn01548	Purine metabolism
rxn01549	Purine metabolism
rxn16302	Cutin, suberine and wax biosynthesis
rxn07874	Geraniol degradation
rxn07875	Geraniol degradation
rxn07876	Geraniol degradation
rxn07877	Geraniol degradation
rxn07870	Flavonoid biosynthesis
rxn07871	Flavonoid biosynthesis
rxn07872	Geraniol degradation
rxn07873	Geraniol degradation
rxn07878	Geraniol degradation
rxn07879	Geraniol degradation
rxn01329	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism
rxn01898	Dioxin degradation|Degradation of aromatic compounds
rxn01322	Amino sugar and nucleotide sugar metabolism
rxn01895	Phenylalanine metabolism|Degradation of aromatic compounds
rxn01896	Benzoate degradation|Degradation of aromatic compounds
rxn01326	Tyrosine metabolism
rxn01327	Tryptophan metabolism
rxn01324	Folate biosynthesis
rxn01325	Tryptophan metabolism
rxn14188	Glucosinolate biosynthesis
rxn14189	Streptomycin biosynthesis
rxn14180	Steroid hormone biosynthesis
rxn14181	Phosphonate and phosphinate metabolism
rxn14182	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn14183	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn14187	Aminoacyl-tRNA biosynthesis
rxn02634	Phenylpropanoid biosynthesis
rxn16305	Cutin, suberine and wax biosynthesis
rxn05836	Carbon metabolism
rxn03239	Fatty acid elongation|Fatty acid degradation|Fatty acid metabolism
rxn02631	Indole alkaloid biosynthesis
rxn02633	Phenylalanine metabolism
rxn02632	Butanoate metabolism
rxn03943	Puromycin biosynthesis
rxn02639	Primary bile acid biosynthesis
rxn03025	Steroid hormone biosynthesis
rxn03024	Steroid hormone biosynthesis
rxn03023	Inositol phosphate metabolism
rxn03021	Fluorobenzoate degradation
rxn02638	Primary bile acid biosynthesis
rxn16586	Lysine degradation|Butanoate metabolism|Carbon metabolism
rxn03946	Puromycin biosynthesis
rxn00052	Thiamine metabolism
rxn00051	Porphyrin and chlorophyll metabolism
rxn03947	Puromycin biosynthesis
rxn00056	Porphyrin and chlorophyll metabolism
rxn00054	Tryptophan metabolism
rxn16014	Chloroalkane and chloroalkene degradation
rxn04219	Diterpenoid biosynthesis
rxn04218	Diterpenoid biosynthesis
rxn04215	Diterpenoid biosynthesis
rxn04214	Diterpenoid biosynthesis
rxn04217	Diterpenoid biosynthesis
rxn04216	Diterpenoid biosynthesis
rxn04211	Diterpenoid biosynthesis
rxn04210	Diterpenoid biosynthesis
rxn04213	Diterpenoid biosynthesis
rxn04212	Diterpenoid biosynthesis
rxn07492	Ascorbate and aldarate metabolism
rxn07493	Ascorbate and aldarate metabolism
rxn07490	Ascorbate and aldarate metabolism
rxn07491	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism
rxn07496	Naphthalene degradation
rxn07497	Naphthalene degradation
rxn07494	Ascorbate and aldarate metabolism
rxn07495	Ascorbate and aldarate metabolism
rxn07498	Naphthalene degradation
rxn03795	Chlorocyclohexane and chlorobenzene degradation
rxn03970	Phenylpropanoid biosynthesis
rxn03797	Caprolactam degradation
rxn03796	Ethylbenzene degradation|Degradation of aromatic compounds
rxn03791	Chloroalkane and chloroalkene degradation
rxn03790	Chloroalkane and chloroalkene degradation
rxn03793	Chloroalkane and chloroalkene degradation
rxn03792	Chloroalkane and chloroalkene degradation
rxn03978	Nitrogen metabolism
rxn03799	Styrene degradation
rxn03798	Styrene degradation
rxn00455	Cysteine and methionine metabolism|Glyoxylate and dicarboxylate metabolism
rxn00101	Purine metabolism|Arginine and proline metabolism|Atrazine degradation
rxn00100	Pantothenate and CoA biosynthesis
rxn02770	Fructose and mannose metabolism
rxn02771	Tyrosine metabolism
rxn02772	Limonene and pinene degradation
rxn02774	Porphyrin and chlorophyll metabolism
rxn02775	Porphyrin and chlorophyll metabolism
rxn02777	Porphyrin and chlorophyll metabolism
rxn02779	Tyrosine metabolism
rxn01454	Synthesis and degradation of ketone bodies|Valine, leucine and isoleucine degradation|Butanoate metabolism|Terpenoid backbone biosynthesis
rxn01455	Amino sugar and nucleotide sugar metabolism
rxn01985	Purine metabolism
rxn12009	Aminobenzoate degradation
rxn12007	Aminobenzoate degradation
rxn01450	Tryptophan metabolism
rxn12005	Ubiquinone and other terpenoid-quinone biosynthesis
rxn12003	Glutathione metabolism
rxn12002	Steroid hormone biosynthesis
rxn12001	Steroid hormone biosynthesis
rxn12000	Steroid hormone biosynthesis
rxn01452	Benzoate degradation|Butanoate metabolism|Carbon metabolism
rxn01981	Glutathione metabolism
rxn02514	Arachidonic acid metabolism
rxn02516	Cyanoamino acid metabolism
rxn02517	Purine metabolism
rxn02518	Purine metabolism
rxn02519	Butanoate metabolism
rxn03286	Primary bile acid biosynthesis
rxn14372	Arginine and proline metabolism
rxn14371	Primary bile acid biosynthesis
rxn14370	Amino sugar and nucleotide sugar metabolism
rxn14376	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn14375	Steroid hormone biosynthesis
rxn14378	Amino sugar and nucleotide sugar metabolism
rxn16207	Selenocompound metabolism
rxn16206	Selenocompound metabolism
rxn16209	Selenocompound metabolism
rxn16208	Selenocompound metabolism
rxn06510	Fatty acid elongation|Fatty acid degradation|Fatty acid metabolism
rxn06513	Tryptophan metabolism
rxn06515	Lysine degradation
rxn01154	Vitamin B6 metabolism
rxn01157	D-Glutamine and D-glutamate metabolism
rxn01156	Phenylalanine metabolism
rxn01153	D-Glutamine and D-glutamate metabolism
rxn00204	Glyoxylate and dicarboxylate metabolism
rxn00205	Glutathione metabolism
rxn00202	Lysine biosynthesis|Pyruvate metabolism|2-Oxocarboxylic acid metabolism|Biosynthesis of amino acids
rxn00200	Alanine, aspartate and glutamate metabolism
rxn00201	Histidine metabolism
rxn00208	Vitamin B6 metabolism
rxn00209	Vitamin B6 metabolism
rxn11859	Methane metabolism|2-Oxocarboxylic acid metabolism
rxn11858	Methane metabolism|2-Oxocarboxylic acid metabolism
rxn11851	Drug metabolism - cytochrome P450
rxn11850	Drug metabolism - cytochrome P450
rxn11853	Drug metabolism - cytochrome P450
rxn11852	Drug metabolism - cytochrome P450
rxn11855	Methane metabolism
rxn11854	Drug metabolism - cytochrome P450
rxn11857	Drug metabolism - cytochrome P450
rxn11856	Drug metabolism - cytochrome P450
rxn13989	Biosynthesis of type II polyketide products
rxn13988	Monoterpenoid biosynthesis
rxn06120	Glycolysis / Gluconeogenesis
rxn13984	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn13986	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn13980	Primary bile acid biosynthesis
rxn13983	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn11587	Sphingolipid metabolism
rxn11586	D-Glutamine and D-glutamate metabolism
rxn11583	Steroid hormone biosynthesis
rxn11582	Pantothenate and CoA biosynthesis
rxn05357	Fatty acid biosynthesis|Fatty acid metabolism
rxn05356	Fatty acid biosynthesis|Fatty acid metabolism
rxn05355	Fatty acid biosynthesis|Fatty acid metabolism
rxn05354	Fatty acid biosynthesis|Fatty acid metabolism
rxn05353	Fatty acid biosynthesis|Fatty acid metabolism
rxn05352	Fatty acid biosynthesis|Fatty acid metabolism
rxn05351	Fatty acid biosynthesis|Fatty acid metabolism
rxn05350	Fatty acid biosynthesis|Fatty acid metabolism
rxn07265	Ether lipid metabolism
rxn07264	Ether lipid metabolism
rxn07267	Glycerophospholipid metabolism
rxn07266	Ether lipid metabolism
rxn07261	Ether lipid metabolism
rxn07260	Ether lipid metabolism
rxn07263	Ether lipid metabolism
rxn07262	Ether lipid metabolism
rxn16442	Amino sugar and nucleotide sugar metabolism
rxn16446	Sesquiterpenoid and triterpenoid biosynthesis
rxn04006	Isoquinoline alkaloid biosynthesis
rxn04007	Isoquinoline alkaloid biosynthesis
rxn12748	Nicotinate and nicotinamide metabolism
rxn12749	Nicotinate and nicotinamide metabolism
rxn12746	Nicotinate and nicotinamide metabolism
rxn03580	DDT degradation
rxn03581	Chlorocyclohexane and chlorobenzene degradation
rxn03582	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn03583	Toluene degradation|Degradation of aromatic compounds
rxn03584	Toluene degradation|Degradation of aromatic compounds
rxn16059	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn03586	Aminobenzoate degradation
rxn03587	Polycyclic aromatic hydrocarbon degradation|Degradation of aromatic compounds
rxn03588	Fluorobenzoate degradation
rxn03589	Aminobenzoate degradation
rxn16056	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn16057	Tetracycline biosynthesis
rxn16050	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn16051	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn16052	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn16053	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn00853	Arginine and proline metabolism
rxn00852	Arginine and proline metabolism
rxn00851	D-Alanine metabolism|Peptidoglycan biosynthesis
rxn00857	Arginine and proline metabolism
rxn00856	Arginine and proline metabolism
rxn00855	Arginine and proline metabolism
rxn00854	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn00859	Biosynthesis of amino acids
rxn00858	Arginine and proline metabolism
rxn02983	Aminobenzoate degradation
rxn02982	Benzoate degradation|Aminobenzoate degradation
rxn02981	Benzoate degradation|Aminobenzoate degradation
rxn02980	Benzoate degradation|Aminobenzoate degradation
rxn02986	Folate biosynthesis
rxn02985	Folate biosynthesis
rxn02989	Tryptophan metabolism
rxn02988	Nicotinate and nicotinamide metabolism
rxn02542	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn15842	Phosphonate and phosphinate metabolism
rxn15843	Phosphonate and phosphinate metabolism
rxn02183	Retinol metabolism
rxn02182	beta-Alanine metabolism|Propanoate metabolism
rxn02181	beta-Alanine metabolism|Propanoate metabolism|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn02187	Valine, leucine and isoleucine biosynthesis|2-Oxocarboxylic acid metabolism|Biosynthesis of amino acids
rxn02186	Pantothenate and CoA biosynthesis
rxn02184	Retinol metabolism
rxn15846	Butirosin and neomycin biosynthesis
rxn13388	Arginine and proline metabolism|beta-Alanine metabolism
rxn15847	Butirosin and neomycin biosynthesis
rxn03544	Penicillin and cephalosporin biosynthesis
rxn03545	Penicillin and cephalosporin biosynthesis
rxn16012	Chloroalkane and chloroalkene degradation
rxn03547	Xylene degradation|Degradation of aromatic compounds
rxn03540	Porphyrin and chlorophyll metabolism
rxn15848	Butirosin and neomycin biosynthesis
rxn03541	Porphyrin and chlorophyll metabolism
rxn02231	Aflatoxin biosynthesis
rxn02232	Aflatoxin biosynthesis
rxn02235	Glycerolipid metabolism
rxn02234	Monoterpenoid biosynthesis|Limonene and pinene degradation
rxn02239	Flavonoid biosynthesis
rxn02238	Flavonoid biosynthesis
rxn16017	Chloroalkane and chloroalkene degradation
rxn15832	Phosphonate and phosphinate metabolism
rxn15830	Phosphonate and phosphinate metabolism
rxn01528	Zeatin biosynthesis
rxn01529	Retinol metabolism
rxn01524	Purine metabolism
rxn15839	Phosphonate and phosphinate metabolism
rxn01527	Zeatin biosynthesis
rxn01520	Pyrimidine metabolism|One carbon pool by folate
rxn01521	Pyrimidine metabolism
rxn01522	Purine metabolism
rxn01523	Purine metabolism
rxn15334	Purine metabolism
rxn02499	Streptomycin biosynthesis
rxn07858	Zeatin biosynthesis
rxn07852	Zeatin biosynthesis
rxn07850	Zeatin biosynthesis
rxn07851	Zeatin biosynthesis
rxn07856	Zeatin biosynthesis
rxn01713	Phenylpropanoid biosynthesis
rxn02496	Geraniol degradation
rxn01715	Tyrosine metabolism
rxn00698	Starch and sucrose metabolism
rxn00695	Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism
rxn00697	Starch and sucrose metabolism
rxn00696	Starch and sucrose metabolism
rxn00691	Glyoxylate and dicarboxylate metabolism|One carbon pool by folate
rxn00690	One carbon pool by folate|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn00693	Cysteine and methionine metabolism|One carbon pool by folate|Biosynthesis of amino acids
rxn00692	Glycine, serine and threonine metabolism|Cyanoamino acid metabolism|Glyoxylate and dicarboxylate metabolism|One carbon pool by folate|Methane metabolism|Carbon metabolism|Biosynthesis of amino acids
