rxn00029	1	(9313,-2)|(7930,2)|(6862,1)|(2019,1)	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)
rxn00030	0	(260,-2)|(3595,1)	4-hydroxy-3-hexanone propanal-lyase (propanal-forming)
rxn00031	0	(6612,-2)|(1863,1)|(5972,1)	raffinose:raffinose 1F-alpha-D-galactosyltransferase
rxn00032	1	(7928,-1)|(1515,-2)|(7930,2)|(9318,2)	Choline:oxygen 1-oxidoreductase
rxn00033	1	(7928,-1)|(6636,-2)|(2940,2)|(247,2)	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)
rxn00034	1	(7928,-1)|(4696,-1)|(7445,2)	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alpha-beta-bond-cleaving)
rxn00035	1	(7928,-1)|(7839,-2)|(7930,2)|(7443,2)	columbamine:oxygen oxidoreductase (cyclizing)
rxn00036	1	(7928,-1)|(3277,-2)|(7930,2)|(8141,2)	3,4-dihydroxy-L-phenylalanine:oxygen oxidoreductase
rxn00037	1	(7928,-1)|(6862,-2)|(5462,-2)|(2940,2)|(5092,2)	omega-3 fatty acid desaturase, chloroplast (FAD7) (FADD)
rxn00038	0	(7930,-1)|(4695,-1)|(6862,1)|(7608,2)	(R)-3-((R)-3-Hydroxybutanoyloxy)-butanoate hydroxybutanoylhydrolase
rxn00039	0	(1955,-2)|(7580,1)|(3204,1)	1-O-galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose O-galloyltransferase
rxn00040	0	(7930,-1)|(9139,-1)|(6862,1)|(6555,2)	digallate acylhydrolase
rxn00041	0	(7930,-1)|(8946,-1)|(6862,1)|(3496,2)	orsellinate-depside hydrolase
rxn00042	1	(7928,-1)|(6219,-2)|(7930,2)|(4960,2)	inosine:oxygen 5'-oxidoreductase
rxn00043	1	(7928,-1)|(1864,-2)|(7930,2)|(2644,2)	catechol:oxygen oxidoreductase
rxn00044	0	(7930,-1)|(5756,-1)|(4263,2)	N-(6-aminohexanoyl)-6-aminohexanoate amidohydrolase
rxn00045	0	(2663,-2)|(256,1)|(28,1)	bilirubin-glucuronoside:bilirubin-glucuronoside D-glucuronosyltransferase
rxn00046	0	(6643,-2)|(7580,1)|(5558,1)	1-O-sinapoyl-beta-D-glucose:1-O-sinapoyl-beta-D-glucose 1-O-sinapoyltransferase
rxn00047	1	(6940,-1)|(8219,2)	R_4__4_Deoxy_beta_D_gluc_4_enuronosyl__D_galacturonate_lyase
rxn00048	1	(6862,-1)|(9203,-2)|(7242,1)|(7503,1)	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase
rxn00050	1	(1648,-2)|(7928,1)|(6862,2)|(2542,2)	rxn00050
rxn00051	1	(7928,-1)|(5041,-2)|(7930,2)|(5045,2)	D-urobilinogen:oxygen oxidoreductase
rxn00052	1	(7930,-1)|(7928,-1)|(8101,-1)|(7582,1)|(6862,1)|(4245,1)	thiamine-aldehyde:oxygen 5-oxidoreductase
rxn00053	1	(7928,-1)|(9321,-2)|(2707,2)	Prostaglandin H2:oxygen oxidoreductase
rxn00054	1	(7928,-3)|(4965,-4)|(7930,6)|(5867,2)	2-aminophenol:oxygen oxidoreductase (dimerizing)
rxn00055	1	(2942,-3)|(6862,4)|(4924,3)|(9437,1)	S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase
rxn00056	0	(7928,-1)|(6862,-4)|(3323,-4)|(7930,2)|(3321,4)	Fe(II):oxygen oxidoreductase
rxn00057	1	(7928,-3)|(1864,-4)|(7930,6)|(4868,2)	Catechol:oxygen oxidoreductase (dimerizing)
rxn00058	1	(7928,-1)|(6862,-4)|(987,-4)|(7930,2)|(5616,4)	Ferrocytochrome-c:oxygen oxidoreductase
rxn00060	1	(7930,-1)|(2019,-4)|(2938,4)|(5463,1)	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)
rxn00061	1	(7930,-2)|(7933,-1)|(7934,2)|(2945,1)|(6862,3)	ATP diphosphohydrolase (phosphate-forming)
rxn00062	1	(7930,-1)|(7933,-1)|(7935,1)|(7934,1)|(6862,1)	ATP phosphohydrolase
rxn00063	1	(7930,-1)|(7933,-1)|(2937,1)|(2945,1)|(6862,2)	ATP diphosphohydrolase (diphosphate-forming)
rxn00064	1	(7930,-1)|(7933,-1)|(6862,-1)|(2938,1)|(2080,1)	ATP aminohydrolase
rxn00065	1	(7933,-1)|(2937,1)|(6862,1)|(9319,1)	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)
rxn00066	1	(7927,-1)|(7582,-1)|(6862,-1)|(7930,2)|(7932,1)	NADH:hydrogen-peroxide oxidoreductase
rxn00067	1	(7932,-1)|(2939,-2)|(6862,-1)|(7927,1)|(9189,1)	CoA:NAD+ oxidoreductase
rxn00068	1	(7932,-1)|(6862,-1)|(3323,-2)|(7927,1)|(3321,2)	Fe2+:NAD+ oxidoreductase
rxn00069	0	(7932,-1)|(7584,-2)|(7927,1)|(7583,1)|(3130,1)|(6862,1)	L-glutamate:NAD+ oxidoreductase (transaminating)
rxn00070	0	(7932,-1)|(7226,-2)|(7927,1)|(6862,1)|(986,1)	glutathione:NAD+ oxidoreductase
rxn00071	1	(7932,-1)|(2214,-2)|(7927,1)|(6862,3)|(63,2)	NADH:monodehydroascorbate oxidoreductase
rxn00072	1	(7930,-2)|(7932,-1)|(8318,-2)|(7927,1)|(6862,5)|(5857,2)	NADH:cob(III)alamine oxidoreductase
rxn00074	1	(7932,-1)|(6862,-1)|(8451,-2)|(7927,1)|(8318,2)	cob(I)alamin:NAD+ oxidoreductase
rxn00075	1	(7930,-1)|(7932,-1)|(6862,1)|(1348,1)|(6006,1)	NAD nucleosidase, mitochondrial
rxn00076	1	(7930,-1)|(7932,-1)|(2945,1)|(6862,2)|(632,1)	NAD+ phosphohydrolase
rxn00077	1	(7933,-1)|(7932,-1)|(7929,1)|(7935,1)|(6862,1)	ATP:NAD+ 2'-phosphotransferase
rxn00078	1	(7933,-1)|(7927,-1)|(7926,1)|(7935,1)|(6862,1)	ATP:NADH 2'-phosphotransferase
rxn00079	1	(7926,-1)|(2028,-2)|(7929,1)|(6862,1)|(2027,2)	NADPH:ferricytochrome oxidoreductase
rxn00080	1	(7926,-1)|(6862,-5)|(5857,-2)|(7930,2)|(7929,1)|(8318,2)	cob(II)alamin:NADP+ oxidoreductase
rxn00083	0	(7932,-1)|(7926,-1)|(7927,1)|(7929,1)	NADPH:NAD+ oxidoreductase
rxn00084	1	(7926,-1)|(7582,-1)|(6862,-1)|(7930,2)|(7929,1)	NADPH:hydrogen-peroxide oxidoreductase
rxn00085	0	(7929,-1)|(7584,-2)|(7926,1)|(7583,1)|(3130,1)|(6862,1)	L-Glutamate:NADP+ oxidoreductase (transaminating)
rxn00086	0	(7929,-1)|(7226,-2)|(7926,1)|(6862,1)|(986,1)	glutathione:NADP+ oxidoreductase
rxn00087	1	(7929,-1)|(6520,-2)|(7926,1)|(6862,1)|(6029,1)	NADPH:CoA-glutathione oxidoreductase
rxn00088	0	(7930,-1)|(7929,-1)|(7932,1)|(7934,1)	NADP+ 2'-phosphohydrolase
rxn00089	1	(7930,-1)|(7929,-1)|(1348,1)|(8523,1)	NADP+ glycohydrolase
rxn00090	1	(7928,-1)|(7226,-2)|(7582,1)|(986,1)	glutathione:oxygen oxidoreductase
rxn00092	1	(7930,-1)|(7935,-1)|(7934,1)|(2945,1)|(6862,2)	ADP phosphohydrolase
rxn00093	1	(7930,-1)|(7935,-1)|(6862,-1)|(2938,1)|(1519,1)	ADP aminohydrolase
rxn00095	1	(7930,-1)|(5759,-1)|(7935,2)	P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase
rxn00096	1	(7933,-1)|(7935,-1)|(7934,1)|(6862,1)|(5759,1)	ADP:ATP adenylyltransferase
rxn00097	0	(7933,-1)|(2945,-1)|(6862,-1)|(7935,2)	ATP:AMP phosphotransferase
rxn00098	1	(7930,-1)|(5566,-1)|(7933,1)|(7934,1)|(6862,1)	Adenosine-tetraphosphate phosphohydrolase
rxn00099	1	(7933,-1)|(4875,-1)|(7927,1)|(7935,1)|(7934,1)|(6862,1)	(6S)-6-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide hydro-lyase (ATP-hydrolysing)
rxn00100	1	(7933,-1)|(8764,-1)|(7935,1)|(2939,1)|(6862,1)	ATP:dephospho-CoA 3'-phosphotransferase
rxn00101	1	(7930,-1)|(6862,-2)|(1860,-1)|(2940,1)|(2938,2)	Urea amidohydrolase
rxn00102	0	(6862,-1)|(2477,-1)|(7930,1)|(2940,1)	carbonate hydro-lyase (carbon-dioxide-forming)
rxn00103	1	(7929,-1)|(7229,-1)|(7926,1)|(2940,1)	formate:NADP+ oxidoreductase
rxn00104	1	(7933,-1)|(2937,-1)|(6862,-1)|(7935,1)|(8320,1)	polyphosphate kinase
rxn00105	0	(7933,-1)|(632,-1)|(7932,1)|(2937,1)	ATP:nicotinamide-nucleotide adenylyltransferase
rxn00106	1	(7930,-1)|(8320,-1)|(7934,1)|(2937,1)|(6862,2)	Triphosphate phosphohydrolase
rxn00107	0	(7933,-1)|(5144,-1)|(7935,1)|(5148,1)	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase
rxn00108	0	(7935,-1)|(5144,-1)|(7933,1)|(6862,1)|(6310,1)	ATP:5-hydroxymethyldeoxycytidylate phosphotransferase
rxn00109	1	(7930,-1)|(7932,-1)|(2938,-1)|(7927,1)|(6862,2)|(5262,1)	ammonia:NAD+ oxidoreductase
rxn00113	1	(7930,-1)|(7933,-2)|(2940,-1)|(2938,-1)|(7935,2)|(7934,1)|(6862,3)|(4923,1)	Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)
rxn00114	1	(7933,-1)|(2940,-1)|(2938,-1)|(7935,1)|(6862,2)|(4923,1)	ATP:carbamate phosphotransferase
rxn00116	1	(7930,-1)|(2943,-1)|(7934,1)|(6862,2)|(1520,1)	UDP phosphohydrolase
rxn00117	0	(7933,-1)|(2943,-1)|(7935,1)|(6859,1)	ATP:UDP phosphotransferase
rxn00118	0	(2945,-1)|(6859,-1)|(6862,-1)|(7935,1)|(2943,1)	Uridine triphosphate:AMP phosphotransferase
rxn00119	0	(7933,-1)|(6862,-1)|(1520,-1)|(7935,1)|(2943,1)	ATP:UMP phosphotransferase
rxn00120	1	(7930,-1)|(6859,-1)|(7934,1)|(2943,1)|(6862,1)	UTP phosphohydrolase
rxn00121	1	(7930,-1)|(2944,-1)|(2945,1)|(2206,1)|(6862,2)	FAD nucleotidohydrolase
rxn00122	0	(7933,-1)|(2206,-1)|(2937,1)|(2944,1)	ATP:FMN adenylyltransferase
rxn00123	0	(7930,-1)|(2941,-1)|(7934,1)|(1870,1)	pyridoxal-5'-phosphate phosphohydrolase
rxn00124	1	(7933,-1)|(1870,-1)|(7935,1)|(2941,1)|(6862,1)	ATP:pyridoxal 5'-phosphotransferase
rxn00125	1	(7930,-1)|(2942,-1)|(6862,1)|(4924,1)|(7239,1)	S-Adenosyl-L-methionine hydrolase
rxn00126	1	(7930,-1)|(7933,-1)|(6861,-1)|(7934,1)|(2937,1)|(2942,1)|(6862,1)	ATP:L-methionine S-adenosyltransferase
rxn00127	1	(2942,-1)|(6862,-1)|(2940,1)|(2327,1)	S-adenosyl-L-methionine carboxy-lyase [(5-deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium-forming]
rxn00128	0	(2942,-1)|(6862,1)|(4924,1)|(5366,1)	S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming)
rxn00129	0	(2942,-1)|(4924,1)|(3927,1)	S-Adenosyl-L-methionine alkyltransferase (cyclizing)
rxn00130	1	(7930,-1)|(2945,-1)|(6862,-1)|(2938,1)|(983,1)	AMP aminohydrolase
rxn00131	0	(7930,-1)|(2945,-1)|(5624,1)|(6007,1)	AMP phosphoribohydrolase
rxn00132	0	(7930,-1)|(2945,-1)|(7934,1)|(4234,1)	Adenosine 5'-monophosphate phosphohydrolase
rxn00133	1	(7930,-1)|(5759,-1)|(7933,1)|(2945,1)|(6862,1)	P1,P4-bis(5'-adenosyl)-tetraphosphate adenylohydrolase
rxn00134	1	(7933,-1)|(4234,-1)|(7935,1)|(2945,1)|(6862,1)	ATP:adenosine 5'-phosphotransferase
rxn00135	0	(7930,-1)|(513,-1)|(7935,1)|(2945,1)|(6862,1)	(S)-Lactate adenylohydrolase
rxn00136	1	(7930,-1)|(1002,-1)|(7935,1)|(2945,1)|(6862,1)	P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase
rxn00137	0	(7930,-1)|(7227,-1)|(7934,1)|(2945,1)	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase
rxn00138	1	(7933,-1)|(2938,-1)|(8460,-1)|(7932,1)|(2937,1)|(2945,1)|(6862,2)	deamido-NAD+:ammonia ligase (AMP-forming)
rxn00139	1	(2937,-1)|(2945,-1)|(6862,-1)|(5626,1)|(6007,1)	AMP:diphosphate phospho-D-ribosyltransferase
rxn00140	1	(7930,-1)|(9319,-1)|(2945,1)|(6862,1)	adenosine 3',5'-phosphate 5'-nucleotidohydrolase
rxn00141	0	(7930,-1)|(2946,-1)|(1343,1)|(4234,1)	S-Adenosyl-L-homocysteine hydrolase
rxn00142	0	(7930,-1)|(2946,-1)|(6862,-1)|(2938,1)|(7296,1)	S-Adenosyl-L-homocysteine aminohydrolase
rxn00143	0	(7930,-1)|(2946,-1)|(6007,1)|(9065,1)	S-Adenosyl-L-homocysteine homocysteinylribohydrolase
rxn00144	1	(7930,-1)|(6862,-1)|(4941,-1)|(2938,2)|(7586,1)	2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)
rxn00145	0	(5616,-2)|(233,-1)|(7586,1)|(6862,2)|(987,2)	(S)-Lactate:ferricytochrome-c 2-oxidoreductase
rxn00146	0	(5616,-2)|(7241,-1)|(7586,1)|(6862,2)|(987,2)	(R)-Lactate:ferricytochrome-c 2-oxidoreductase
rxn00147	1	(7930,-1)|(7933,-1)|(7586,-1)|(7934,1)|(2945,1)|(6860,1)|(6862,3)	ATP:pyruvate,water phosphotransferase
rxn00148	0	(7933,-1)|(7586,-1)|(7935,1)|(6860,1)|(6862,1)	ATP:pyruvate 2-O-phosphotransferase
rxn00149	0	(7930,-1)|(7932,-1)|(8317,-1)|(7927,1)|(7586,1)|(6862,2)	pyruvaldehyde:NAD+ oxidoreductase
rxn00150	0	(7930,-1)|(7929,-1)|(8317,-1)|(7926,1)|(7586,1)|(6862,2)	2-Oxopropanal:NADP+ oxidoreductase
rxn00151	1	(7933,-1)|(7934,-1)|(7586,-1)|(2937,1)|(2945,1)|(6860,1)|(6862,2)	ATP:pyruvate,phosphate phosphotransferase
rxn00152	1	(7928,-1)|(7934,-1)|(7586,-1)|(6862,-1)|(2940,1)|(7582,1)|(9264,1)	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)
rxn00153	1	(7930,-1)|(6860,-1)|(7934,1)|(7586,1)	Phosphoenolpyruvate phosphohydrolase
rxn00154	1	(7932,-1)|(2939,-1)|(7586,-1)|(7927,1)|(2940,1)|(7585,1)	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)
rxn00155	1	(7929,-1)|(2939,-1)|(7586,-1)|(7926,1)|(2940,1)|(7585,1)	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)
rxn00156	1	(7928,-1)|(2939,-1)|(7586,-1)|(6862,-1)|(2940,1)|(7585,1)|(7582,1)	pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)
rxn00157	0	(7585,-1)|(7229,-1)|(2939,1)|(7586,1)	Acetyl-CoA:formate C-acetyltransferase
rxn00158	1	(7930,-1)|(6862,-1)|(4216,-1)|(2940,1)|(2938,2)|(7586,1)	O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming)
rxn00159	1	(7932,-1)|(1347,-1)|(7927,1)|(2940,1)|(7586,1)	(S)-malate:NAD+ oxidoreductase (decarboxylating)
rxn00160	1	(7932,-1)|(6024,-1)|(7927,1)|(2940,1)|(7586,1)	(R)-Malate:NAD+ oxidoreductase (decarboxylating)
rxn00161	1	(7929,-1)|(1347,-1)|(7926,1)|(2940,1)|(7586,1)	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)
rxn00162	1	(2572,-1)|(6862,-1)|(2940,1)|(7586,1)	oxaloacetate carboxy-lyase (pyruvate-forming)
rxn00163	1	(7930,-1)|(6862,-1)|(2873,-1)|(2940,1)|(7586,1)	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)
rxn00164	1	(2940,-1)|(7586,-1)|(6862,1)|(5967,1)	2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)
rxn00165	1	(2202,-1)|(2938,1)|(7586,1)	L-serine ammonia-lyase
rxn00166	1	(2431,-1)|(2938,1)|(7586,1)	D-serine ammonia-lyase
rxn00168	1	(7586,-1)|(6862,-1)|(2940,1)|(1858,1)	pyruvate carboxy-lyase (acetaldehyde-forming)
rxn00170	1	(7930,-1)|(7585,-1)|(2939,1)|(7578,1)|(6862,1)	Acetyl-CoA hydrolase
rxn00171	0	(7932,-1)|(2939,-1)|(1858,-1)|(7927,1)|(7585,1)|(6862,1)	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)
rxn00172	0	(7933,-1)|(2939,-1)|(7578,-1)|(7935,1)|(7934,1)|(7585,1)	Acetate:CoA ligase (ADP-forming)
rxn00173	0	(7934,-1)|(7585,-1)|(2939,1)|(9264,1)	acetyl-CoA:phosphate acetyltransferase
rxn00174	1	(6862,-1)|(1857,-1)|(2940,1)|(7585,1)	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)
rxn00175	1	(7933,-1)|(2939,-1)|(7578,-1)|(2937,1)|(2945,1)|(7585,1)|(6862,1)	Acetate:CoA ligase (AMP-forming)
rxn00176	1	(2939,-1)|(3846,-1)|(2945,1)|(7585,1)|(6862,1)	acetyl adenylate:CoA acetyltransferase
rxn00177	0	(435,-1)|(7586,1)|(7585,1)|(6862,1)	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)
rxn00178	0	(7585,-2)|(2939,1)|(1529,1)	Acetyl-CoA:acetyl-CoA C-acetyltransferase
rxn00179	0	(7933,-1)|(7584,-1)|(7935,1)|(7507,1)	ATP:L-glutamate 5-phosphotransferase
rxn00180	0	(7933,-1)|(7584,-1)|(6862,-1)|(7935,1)|(2892,1)	Glutamate 5-kinase
rxn00181	0	(7933,-1)|(7584,-1)|(6862,-1)|(7935,1)|(4735,1)	ATP:L-glutamate 1-phosphotransferase
rxn00182	0	(7930,-1)|(7932,-1)|(7584,-1)|(7927,1)|(2938,1)|(7583,1)|(6862,1)	L-glutamate:NAD+ oxidoreductase (deaminating)
rxn00183	0	(7930,-1)|(7932,-1)|(1949,-1)|(7927,1)|(7584,1)|(6862,2)	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase
rxn00184	0	(7930,-1)|(7929,-1)|(7584,-1)|(7926,1)|(2938,1)|(7583,1)|(6862,1)	L-Glutamate:NADP+ oxidoreductase (deaminating)
rxn00185	1	(7930,-1)|(7928,-1)|(7584,-1)|(2938,1)|(7583,1)|(7582,1)	L-Glutamate:oxygen oxidoreductase (deaminating)
rxn00186	1	(7930,-2)|(7933,-1)|(8837,-1)|(7935,1)|(7934,1)|(7584,1)|(6862,1)	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)
rxn00187	1	(7933,-1)|(2938,-1)|(7584,-1)|(7935,1)|(7934,1)|(3130,1)|(6862,1)	L-Glutamate:ammonia ligase (ADP-forming)
rxn00188	1	(2940,-1)|(2938,-1)|(7584,-1)|(7930,1)|(6862,2)|(773,1)	N-carbamyl-L-glutamate amidohydrolase
rxn00189	1	(7930,-1)|(3130,-1)|(2938,1)|(7584,1)	L-Glutamine amidohydrolase
rxn00190	1	(7930,-1)|(7933,-1)|(3130,-1)|(8460,-1)|(7932,1)|(2937,1)|(2945,1)|(7584,1)|(6862,2)	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)
rxn00191	0	(7583,-1)|(2568,-1)|(7586,1)|(7584,1)	L-Alanine:2-oxoglutarate aminotransferase
rxn00192	1	(7585,-1)|(7584,-1)|(2939,1)|(6862,1)|(3940,1)	acetyl-CoA:L-glutamate N-acetyltransferase
rxn00193	0	(7584,-1)|(4231,1)	glutamate racemase
rxn00194	1	(7584,-1)|(6862,-1)|(2940,1)|(8288,1)	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)
rxn00195	0	(3385,-1)|(7584,1)	L-threo-3-Methylaspartate carboxy-aminomethylmutase
rxn00196	0	(7930,-1)|(7929,-1)|(5290,-1)|(7926,1)|(7583,1)|(6862,2)	2,5-dioxopentanoate:NADP+ 5-oxidoreductase
rxn00197	1	(7929,-1)|(2939,-1)|(7583,-1)|(7926,1)|(2940,1)|(1865,1)	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)
rxn00198	1	(7929,-1)|(6542,-1)|(7926,1)|(2940,1)|(7583,1)	Isocitrate:NADP+ oxidoreductase (decarboxylating)
rxn00199	1	(6862,-1)|(6788,-1)|(2940,1)|(7583,1)	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)
rxn00200	1	(7930,-1)|(6698,-1)|(2938,1)|(7583,1)	2-oxoglutaramate amidohydrolase
rxn00201	1	(2938,-1)|(7583,-1)|(7930,1)|(154,1)	R00270
rxn00202	1	(2939,-1)|(6862,-1)|(738,-1)|(7930,1)|(7585,1)|(7583,1)	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)
rxn00203	1	(7583,-1)|(6862,-1)|(2940,1)|(9271,1)	2-Oxoglutarate carboxy-lyase
rxn00204	1	(7928,-1)|(6862,-2)|(4233,-1)|(2940,2)|(7582,1)	oxalate:oxygen oxidoreductase
rxn00205	1	(7582,-1)|(7226,-2)|(7930,2)|(986,1)	glutathione:hydrogen-peroxide oxidoreductase
rxn00206	1	(6862,-2)|(2050,-2)|(7928,1)|(7582,1)	superoxide:superoxide oxidoreductase
rxn00207	1	(2940,-1)|(7582,-1)|(6862,-1)|(7930,1)|(7928,1)|(6877,1)	Carbon-monoxide:oxygen oxidoreductase
rxn00208	1	(7930,-1)|(7928,-1)|(4948,-1)|(2938,1)|(2941,1)|(7582,1)	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)
rxn00209	1	(7928,-1)|(3947,-1)|(2941,1)|(7582,1)	Pyridoxine 5-phosphate:oxygen oxidoreductase
rxn00210	1	(7930,-1)|(7928,-1)|(4231,-1)|(2938,1)|(7583,1)|(7582,1)	D-Glutamate:oxygen oxidoreductase (deaminating)
rxn00211	0	(7930,-1)|(7932,-2)|(7581,-1)|(7927,2)|(6862,3)|(4921,1)	UDP-glucose:NAD+ 6-oxidoreductase
rxn00212	1	(7930,-1)|(7581,-1)|(6862,2)|(6518,1)|(1520,1)	UDP-glucose glucophosphohydrolase
rxn00213	0	(6859,-1)|(6518,-1)|(2937,1)|(7581,1)	UTP:alpha-D-glucose-1-phosphate uridylyltransferase
rxn00214	0	(7581,-1)|(7225,1)	UDP-glucose 4-epimerase
rxn00215	1	(7581,-1)|(7930,1)|(7888,1)	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)
rxn00216	1	(7933,-1)|(7580,-1)|(7935,1)|(6862,1)|(1866,1)	ATP:D-glucose 6-phosphotransferase
rxn00217	0	(7932,-1)|(7580,-1)|(7927,1)|(6862,1)|(605,1)	D-Glucose:NAD+ 1-oxidoreductase
rxn00218	0	(7929,-1)|(7580,-1)|(7926,1)|(6862,1)|(5215,1)	D-Glucose:NADP+ 1-oxidoreductase
rxn00219	1	(7928,-1)|(7580,-1)|(7582,1)|(7272,1)	D-glucose:oxygen 2-oxidoreductase
rxn00220	0	(7930,-1)|(1866,-1)|(7934,1)|(7580,1)	D-Glucose-6-phosphate phosphohydrolase
rxn00221	0	(7930,-1)|(6518,-1)|(7934,1)|(7580,1)	D-Glucose-1-phosphate phosphohydrolase
rxn00222	1	(7930,-1)|(234,-1)|(7580,2)	cellobiose glucohydrolase
rxn00223	0	(7580,-1)|(6526,1)	D-glucose aldose-ketose-isomerase
